year,month,circle,type_of_connection,service_provider,value,date
2010,March,North East,wireless,Aircel/Dishnet,1710812,3/1/2010
2010,April,North East,wireless,Aircel/Dishnet,1745180,4/1/2010
2010,May,North East,wireless,Aircel/Dishnet,1767790,5/1/2010
2010,June,North East,wireless,Aircel/Dishnet,1812468,6/1/2010
2010,July,North East,wireless,Aircel/Dishnet,1834233,7/1/2010
2010,August,North East,wireless,Aircel/Dishnet,1861170,8/1/2010
2010,September,North East,wireless,Aircel/Dishnet,1902068,9/1/2010
2010,October,North East,wireless,Aircel/Dishnet,1870709,10/1/2010
2010,November,North East,wireless,Aircel/Dishnet,1871919,11/1/2010
2010,December,North East,wireless,Aircel/Dishnet,1849467,12/1/2010
2011,January,North East,wireless,Aircel/Dishnet,1802666,1/1/2011
2011,February,North East,wireless,Aircel/Dishnet,1941017,2/1/2011
2011,March,North East,wireless,Aircel/Dishnet,2024048,3/1/2011
2011,April,North East,wireless,Aircel/Dishnet,2079915,4/1/2011
2011,May,North East,wireless,Aircel/Dishnet,2165087,5/1/2011
2010,February,Odisha,wireless,Aircel/Dishnet,1644137,2/1/2010
2010,March,Odisha,wireless,Aircel/Dishnet,1700160,3/1/2010
2010,April,Odisha,wireless,Aircel/Dishnet,1802993,4/1/2010
2010,May,Odisha,wireless,Aircel/Dishnet,1883271,5/1/2010
2010,June,Odisha,wireless,Aircel/Dishnet,1965774,6/1/2010
2010,July,Odisha,wireless,Aircel/Dishnet,2047270,7/1/2010
2010,August,Odisha,wireless,Aircel/Dishnet,2124406,8/1/2010
2010,September,Odisha,wireless,Aircel/Dishnet,2165496,9/1/2010
2010,October,Odisha,wireless,Aircel/Dishnet,2206149,10/1/2010
2010,November,Odisha,wireless,Aircel/Dishnet,2256518,11/1/2010
2010,December,Odisha,wireless,Aircel/Dishnet,2298704,12/1/2010
2011,January,Odisha,wireless,Aircel/Dishnet,2319478,1/1/2011
2011,February,Odisha,wireless,Aircel/Dishnet,2368333,2/1/2011
2011,March,Odisha,wireless,Aircel/Dishnet,2372508,3/1/2011
2011,April,Odisha,wireless,Aircel/Dishnet,2411222,4/1/2011
2011,May,Odisha,wireless,Aircel/Dishnet,2467895,5/1/2011
2010,February,Punjab,wireless,Aircel/Dishnet,96248,2/1/2010
2010,March,Punjab,wireless,Aircel/Dishnet,96248,3/1/2010
2010,April,Punjab,wireless,Aircel/Dishnet,96248,4/1/2010
2010,May,Punjab,wireless,Aircel/Dishnet,96248,5/1/2010
2010,June,Punjab,wireless,Aircel/Dishnet,96248,6/1/2010
2010,July,Punjab,wireless,Aircel/Dishnet,96248,7/1/2010
2010,August,Punjab,wireless,Aircel/Dishnet,96248,8/1/2010
2010,September,Punjab,wireless,Aircel/Dishnet,176166,9/1/2010
2010,October,Punjab,wireless,Aircel/Dishnet,259519,10/1/2010
2010,November,Punjab,wireless,Aircel/Dishnet,296996,11/1/2010
2010,December,Punjab,wireless,Aircel/Dishnet,361243,12/1/2010
2011,January,Punjab,wireless,Aircel/Dishnet,455273,1/1/2011
2011,February,Punjab,wireless,Aircel/Dishnet,538005,2/1/2011
2011,March,Punjab,wireless,Aircel/Dishnet,610145,3/1/2011
2011,April,Punjab,wireless,Aircel/Dishnet,653364,4/1/2011
2011,May,Punjab,wireless,Aircel/Dishnet,669863,5/1/2011
2010,February,Rajasthan,wireless,Aircel/Dishnet,77,2/1/2010
2010,March,Rajasthan,wireless,Aircel/Dishnet,77,3/1/2010
2010,April,Rajasthan,wireless,Aircel/Dishnet,77,4/1/2010
2010,May,Rajasthan,wireless,Aircel/Dishnet,77,5/1/2010
2010,June,Rajasthan,wireless,Aircel/Dishnet,77,6/1/2010
2010,July,Rajasthan,wireless,Aircel/Dishnet,77,7/1/2010
2010,August,Rajasthan,wireless,Aircel/Dishnet,77,8/1/2010
2010,September,Rajasthan,wireless,Aircel/Dishnet,85,9/1/2010
2010,October,Rajasthan,wireless,Aircel/Dishnet,773,10/1/2010
2010,November,Rajasthan,wireless,Aircel/Dishnet,49354,11/1/2010
2010,December,Rajasthan,wireless,Aircel/Dishnet,177737,12/1/2010
2011,January,Rajasthan,wireless,Aircel/Dishnet,335108,1/1/2011
2011,February,Rajasthan,wireless,Aircel/Dishnet,513117,2/1/2011
2011,March,Rajasthan,wireless,Aircel/Dishnet,649466,3/1/2011
2011,April,Rajasthan,wireless,Aircel/Dishnet,754431,4/1/2011
2011,May,Rajasthan,wireless,Aircel/Dishnet,828320,5/1/2011
2010,February,Tamil Nadu,wireless,Aircel/Dishnet,14330142,2/1/2010
2010,March,Tamil Nadu,wireless,Aircel/Dishnet,14910238,3/1/2010
2010,April,Tamil Nadu,wireless,Aircel/Dishnet,15549285,4/1/2010
2010,May,Tamil Nadu,wireless,Aircel/Dishnet,15992057,5/1/2010
2010,June,Tamil Nadu,wireless,Aircel/Dishnet,16461382,6/1/2010
2010,July,Tamil Nadu,wireless,Aircel/Dishnet,17020267,7/1/2010
2010,August,Tamil Nadu,wireless,Aircel/Dishnet,17427511,8/1/2010
2010,September,Tamil Nadu,wireless,Aircel/Dishnet,17781916,9/1/2010
2010,October,Tamil Nadu,wireless,Aircel/Dishnet,17993629,10/1/2010
2010,November,Tamil Nadu,wireless,Aircel/Dishnet,18215518,11/1/2010
2010,December,Tamil Nadu,wireless,Aircel/Dishnet,18421433,12/1/2010
2011,January,Tamil Nadu,wireless,Aircel/Dishnet,18713609,1/1/2011
2011,February,Tamil Nadu,wireless,Aircel/Dishnet,19159571,2/1/2011
2011,March,Tamil Nadu,wireless,Aircel/Dishnet,19473743,3/1/2011
2011,April,Tamil Nadu,wireless,Aircel/Dishnet,19916034,4/1/2011
2011,May,Tamil Nadu,wireless,Aircel/Dishnet,20251442,5/1/2011
2010,February,Uttar Pradesh (East),wireless,Aircel/Dishnet,814571,2/1/2010
2010,March,Uttar Pradesh (East),wireless,Aircel/Dishnet,901538,3/1/2010
2010,April,Uttar Pradesh (East),wireless,Aircel/Dishnet,948195,4/1/2010
2010,May,Uttar Pradesh (East),wireless,Aircel/Dishnet,1020312,5/1/2010
2010,June,Uttar Pradesh (East),wireless,Aircel/Dishnet,1069072,6/1/2010
2010,July,Uttar Pradesh (East),wireless,Aircel/Dishnet,1163105,7/1/2010
2010,August,Uttar Pradesh (East),wireless,Aircel/Dishnet,1255960,8/1/2010
2010,September,Uttar Pradesh (East),wireless,Aircel/Dishnet,1309135,9/1/2010
2010,October,Uttar Pradesh (East),wireless,Aircel/Dishnet,1372830,10/1/2010
2010,November,Uttar Pradesh (East),wireless,Aircel/Dishnet,1462534,11/1/2010
2010,December,Uttar Pradesh (East),wireless,Aircel/Dishnet,1595095,12/1/2010
2011,January,Uttar Pradesh (East),wireless,Aircel/Dishnet,1736851,1/1/2011
2011,February,Uttar Pradesh (East),wireless,Aircel/Dishnet,1855529,2/1/2011
2011,March,Uttar Pradesh (East),wireless,Aircel/Dishnet,2018290,3/1/2011
2011,April,Uttar Pradesh (East),wireless,Aircel/Dishnet,2032583,4/1/2011
2011,May,Uttar Pradesh (East),wireless,Aircel/Dishnet,2106456,5/1/2011
2010,February,Uttar Pradesh (West),wireless,Aircel/Dishnet,703183,2/1/2010
2010,March,Uttar Pradesh (West),wireless,Aircel/Dishnet,752398,3/1/2010
2010,April,Uttar Pradesh (West),wireless,Aircel/Dishnet,822575,4/1/2010
2010,May,Uttar Pradesh (West),wireless,Aircel/Dishnet,888979,5/1/2010
2010,June,Uttar Pradesh (West),wireless,Aircel/Dishnet,937716,6/1/2010
2010,July,Uttar Pradesh (West),wireless,Aircel/Dishnet,1020252,7/1/2010
2010,August,Uttar Pradesh (West),wireless,Aircel/Dishnet,1099794,8/1/2010
2010,September,Uttar Pradesh (West),wireless,Aircel/Dishnet,1212042,9/1/2010
2010,October,Uttar Pradesh (West),wireless,Aircel/Dishnet,1262036,10/1/2010
2010,November,Uttar Pradesh (West),wireless,Aircel/Dishnet,1306403,11/1/2010
2010,December,Uttar Pradesh (West),wireless,Aircel/Dishnet,1426228,12/1/2010
2011,January,Uttar Pradesh (West),wireless,Aircel/Dishnet,1507087,1/1/2011
2011,February,Uttar Pradesh (West),wireless,Aircel/Dishnet,1607864,2/1/2011
2011,March,Uttar Pradesh (West),wireless,Aircel/Dishnet,1733248,3/1/2011
2011,April,Uttar Pradesh (West),wireless,Aircel/Dishnet,1791228,4/1/2011
2011,May,Uttar Pradesh (West),wireless,Aircel/Dishnet,1864492,5/1/2011
2010,February,West Bengal,wireless,Aircel/Dishnet,2148329,2/1/2010
2010,March,West Bengal,wireless,Aircel/Dishnet,2229930,3/1/2010
2010,April,West Bengal,wireless,Aircel/Dishnet,2283336,4/1/2010
2010,May,West Bengal,wireless,Aircel/Dishnet,2355257,5/1/2010
2010,June,West Bengal,wireless,Aircel/Dishnet,2421373,6/1/2010
2010,July,West Bengal,wireless,Aircel/Dishnet,2465510,7/1/2010
2010,August,West Bengal,wireless,Aircel/Dishnet,2507131,8/1/2010
2010,September,West Bengal,wireless,Aircel/Dishnet,2558260,9/1/2010
2010,October,West Bengal,wireless,Aircel/Dishnet,2590935,10/1/2010
2010,November,West Bengal,wireless,Aircel/Dishnet,2612823,11/1/2010
2010,December,West Bengal,wireless,Aircel/Dishnet,2648579,12/1/2010
2011,January,West Bengal,wireless,Aircel/Dishnet,2743038,1/1/2011
2011,February,West Bengal,wireless,Aircel/Dishnet,2777337,2/1/2011
2011,March,West Bengal,wireless,Aircel/Dishnet,2835911,3/1/2011
2011,April,West Bengal,wireless,Aircel/Dishnet,2872678,4/1/2011
2011,May,West Bengal,wireless,Aircel/Dishnet,2944535,5/1/2011
2009,January,All India,wireless,BPL Mobile,2007303,1/1/2009
2009,February,All India,wireless,BPL Mobile,2073184,2/1/2009
2009,March,All India,wireless,BPL Mobile,2164211,3/1/2009
2009,January,Mumbai,wireless,BPL Mobile,2007303,1/1/2009
2009,February,Mumbai,wireless,BPL Mobile,2073184,2/1/2009
2009,March,Mumbai,wireless,BPL Mobile,2164211,3/1/2009
2009,January,All India,wireless,BSNL,47584490,1/1/2009
2009,February,All India,wireless,BSNL,49241997,2/1/2009
2009,March,All India,wireless,BSNL,52144234,3/1/2009
2009,April,All India,wireless,BSNL,53174300,4/1/2009
2009,May,All India,wireless,BSNL,53598591,5/1/2009
2009,June,All India,wireless,BSNL,54364502,6/1/2009
2009,July,All India,wireless,BSNL,55960775,7/1/2009
2009,August,All India,wireless,BSNL,57304404,8/1/2009
2009,September,All India,wireless,BSNL,58756598,9/1/2009
2009,October,All India,wireless,BSNL,59431839,10/1/2009
2009,November,All India,wireless,BSNL,60780512,11/1/2009
2009,December,All India,wireless,BSNL,62861214,12/1/2009
2010,January,All India,wireless,BSNL,65109439,1/1/2010
2010,February,All India,wireless,BSNL,66757044,2/1/2010
2010,March,All India,wireless,BSNL,69450012,3/1/2010
2010,April,All India,wireless,BSNL,70627675,4/1/2010
2010,May,All India,wireless,BSNL,71687210,5/1/2010
2010,June,All India,wireless,BSNL,72697331,6/1/2010
2010,July,All India,wireless,BSNL,73781448,7/1/2010
2010,August,All India,wireless,BSNL,76037098,8/1/2010
2010,September,All India,wireless,BSNL,78321725,9/1/2010
2010,October,All India,wireless,BSNL,80739935,10/1/2010
2010,November,All India,wireless,BSNL,83730098,11/1/2010
2010,December,All India,wireless,BSNL,86709537,12/1/2010
2011,January,All India,wireless,BSNL,88818859,1/1/2011
2011,February,All India,wireless,BSNL,90309414,2/1/2011
2011,March,All India,wireless,BSNL,91834126,3/1/2011
2011,April,All India,wireless,BSNL,92007347,4/1/2011
2011,May,All India,wireless,BSNL,92830398,5/1/2011
2011,June,All India,wireless,BSNL,93727825,6/1/2011
2011,July,All India,wireless,BSNL,95149376,7/1/2011
2011,August,All India,wireless,BSNL,95411079,8/1/2011
2011,September,All India,wireless,BSNL,95794542,9/1/2011
2011,October,All India,wireless,BSNL,96195424,10/1/2011
2011,November,All India,wireless,BSNL,96011338,11/1/2011
2011,December,All India,wireless,BSNL,96761805,12/1/2011
2012,January,All India,wireless,BSNL,97636561,1/1/2012
2012,February,All India,wireless,BSNL,97751194,2/1/2012
2012,March,All India,wireless,BSNL,98512988,3/1/2012
2012,April,All India,wireless,BSNL,97794938,4/1/2012
2012,May,All India,wireless,BSNL,97713129,5/1/2012
2012,June,All India,wireless,BSNL,98277277,6/1/2012
2012,July,All India,wireless,BSNL,98748829,7/1/2012
2012,August,All India,wireless,BSNL,99240191,8/1/2012
2012,September,All India,wireless,BSNL,99633207,9/1/2012
2012,October,All India,wireless,BSNL,99990355,10/1/2012
2012,November,All India,wireless,BSNL,99909334,11/1/2012
2012,December,All India,wireless,BSNL,99922347,12/1/2012
2013,January,All India,wireless,BSNL,100240893,1/1/2013
2013,February,All India,wireless,BSNL,100670567,2/1/2013
2013,March,All India,wireless,BSNL,101206625,3/1/2013
2013,April,All India,wireless,BSNL,98970584,4/1/2013
2013,May,All India,wireless,BSNL,98066315,5/1/2013
2013,June,All India,wireless,BSNL,97990720,6/1/2013
2013,July,All India,wireless,BSNL,98064487,7/1/2013
2013,August,All India,wireless,BSNL,97932747,8/1/2013
2013,September,All India,wireless,BSNL,97858181,9/1/2013
2013,October,All India,wireless,BSNL,97897474,10/1/2013
2013,November,All India,wireless,BSNL,98333557,11/1/2013
2013,December,All India,wireless,BSNL,96292218,12/1/2013
2014,January,All India,wireless,BSNL,94716915,1/1/2014
2014,February,All India,wireless,BSNL,94834936,2/1/2014
2014,March,All India,wireless,BSNL,94649445,3/1/2014
2014,April,All India,wireless,BSNL,93187378,4/1/2014
2014,May,All India,wireless,BSNL,91614103,5/1/2014
2014,June,All India,wireless,BSNL,89473372,6/1/2014
2014,July,All India,wireless,BSNL,88075870,7/1/2014
2014,August,All India,wireless,BSNL,87573829,8/1/2014
2014,September,All India,wireless,BSNL,86718098,9/1/2014
2014,October,All India,wireless,BSNL,85008551,10/1/2014
2014,November,All India,wireless,BSNL,82690230,11/1/2014
2014,December,All India,wireless,BSNL,81384517,12/1/2014
2015,January,All India,wireless,BSNL,80147608,1/1/2015
2015,February,All India,wireless,BSNL,77594176,2/1/2015
2015,March,All India,wireless,BSNL,77223655,3/1/2015
2015,April,All India,wireless,BSNL,77810460,4/1/2015
2015,May,All India,wireless,BSNL,77626545,5/1/2015
2015,June,All India,wireless,BSNL,77356707,6/1/2015
2015,July,All India,wireless,BSNL,77836484,7/1/2015
2015,August,All India,wireless,BSNL,78649374,8/1/2015
2015,September,All India,wireless,BSNL,79697902,9/1/2015
2015,October,All India,wireless,BSNL,80425300,10/1/2015
2015,November,All India,wireless,BSNL,81358093,11/1/2015
2015,December,All India,wireless,BSNL,82507640,12/1/2015
2016,January,All India,wireless,BSNL,83432741,1/1/2016
2016,February,All India,wireless,BSNL,84826568,2/1/2016
2016,March,All India,wireless,BSNL,86345709,3/1/2016
2016,April,All India,wireless,BSNL,87485250,4/1/2016
2016,May,All India,wireless,BSNL,88238939,5/1/2016
2016,June,All India,wireless,BSNL,89542516,6/1/2016
2016,July,All India,wireless,BSNL,90717248,7/1/2016
2016,August,All India,wireless,BSNL,92363776,8/1/2016
2016,September,All India,wireless,BSNL,93765354,9/1/2016
2016,October,All India,wireless,BSNL,94952784,10/1/2016
2016,November,All India,wireless,BSNL,95784070,11/1/2016
2016,December,All India,wireless,BSNL,96787880,12/1/2016
2017,January,All India,wireless,BSNL,97776876,1/1/2017
2017,February,All India,wireless,BSNL,98911830,2/1/2017
2017,March,All India,wireless,BSNL,100989553,3/1/2017
2017,April,All India,wireless,BSNL,101802352,4/1/2017
2017,May,All India,wireless,BSNL,103161815,5/1/2017
2017,June,All India,wireless,BSNL,104157301,6/1/2017
2017,July,All India,wireless,BSNL,104548843,7/1/2017
2017,August,All India,wireless,BSNL,105258327,8/1/2017
2017,September,All India,wireless,BSNL,105810757,9/1/2017
2017,October,All India,wireless,BSNL,106413268,10/1/2017
2017,November,All India,wireless,BSNL,107493495,11/1/2017
2017,December,All India,wireless,BSNL,107915331,12/1/2017
2018,January,All India,wireless,BSNL,108311442,1/1/2018
2018,February,All India,wireless,BSNL,109115808,2/1/2018
2018,March,All India,wireless,BSNL,111679483,3/1/2018
2018,April,All India,wireless,BSNL,112383431,4/1/2018
2018,May,All India,wireless,BSNL,112871301,5/1/2018
2018,June,All India,wireless,BSNL,113115786,6/1/2018
2018,July,All India,wireless,BSNL,113341748,7/1/2018
2018,August,All India,wireless,BSNL,113584427,8/1/2018
2018,September,All India,wireless,BSNL,113048020,9/1/2018
2018,October,All India,wireless,BSNL,113412011,10/1/2018
2018,November,All India,wireless,BSNL,113789798,11/1/2018
2018,December,All India,wireless,BSNL,114342653,12/1/2018
2019,January,All India,wireless,BSNL,115325303,1/1/2019
2019,February,All India,wireless,BSNL,116225169,2/1/2019
2019,March,All India,wireless,BSNL,115664576,3/1/2019
2019,April,All India,wireless,BSNL,115893162,4/1/2019
2019,May,All India,wireless,BSNL,115895287,5/1/2019
2019,June,All India,wireless,BSNL,10739914,6/1/2019
2019,July,All India,wireless,BSNL,116449421,7/1/2019
2019,August,All India,wireless,BSNL,116234101,8/1/2019
2019,September,All India,wireless,BSNL,116972029,9/1/2019
2019,October,All India,wireless,BSNL,117259934,10/1/2019
2019,November,All India,wireless,BSNL,117598414,11/1/2019
2019,December,All India,wireless,BSNL,118025372,12/1/2019
2020,January,All India,wireless,BSNL,119245717,1/1/2020
2020,February,All India,wireless,BSNL,119685035,2/1/2020
2020,March,All India,wireless,BSNL,119780108,3/1/2020
2020,April,All India,wireless,BSNL,119760055,4/1/2020
2020,May,All India,wireless,BSNL,119961592,5/1/2020
2020,June,All India,wireless,BSNL,118216804,6/1/2020
2020,July,All India,wireless,BSNL,118605117,7/1/2020
2020,August,All India,wireless,BSNL,118819923,8/1/2020
2020,September,All India,wireless,BSNL,118898175,9/1/2020
2020,October,All India,wireless,BSNL,118887960,10/1/2020
2020,November,All India,wireless,BSNL,118869047,11/1/2020
2020,December,All India,wireless,BSNL,118615717,12/1/2020
2021,January,All India,wireless,BSNL,118697376,1/1/2021
2021,February,All India,wireless,BSNL,118336288,2/1/2021
2021,March,All India,wireless,BSNL,118529647,3/1/2021
2021,April,All India,wireless,BSNL,117224648,4/1/2021
2021,May,All India,wireless,BSNL,116343838,5/1/2021
2021,June,All India,wireless,BSNL,115350195,6/1/2021
2021,July,All India,wireless,BSNL,114331994,7/1/2021
2021,August,All India,wireless,BSNL,114270216,8/1/2021
2021,September,All India,wireless,BSNL,113397852,9/1/2021
2021,October,All India,wireless,BSNL,113371741,10/1/2021
2021,November,All India,wireless,BSNL,113131679,11/1/2021
2021,December,All India,wireless,BSNL,114306917,12/1/2021
2022,January,All India,wireless,BSNL,113928341,1/1/2022
2022,February,All India,wireless,BSNL,113815664,2/1/2022
2022,March,All India,wireless,BSNL,113688415,3/1/2022
2022,April,All India,wireless,BSNL,113318603,4/1/2022
2022,May,All India,wireless,BSNL,112782385,5/1/2022
2022,June,All India,wireless,BSNL,111454386,6/1/2022
2022,July,All India,wireless,BSNL,110634926,7/1/2022
2022,August,All India,wireless,BSNL,110063148,8/1/2022
2022,September,All India,wireless,BSNL,109280922,9/1/2022
2022,November,All India,wireless,BSNL,107509305,11/1/2022
2022,December,All India,wireless,BSNL,106616591,12/1/2022
2023,January,All India,wireless,BSNL,105125146,1/1/2023
2023,February,All India,wireless,BSNL,104099542,2/1/2023
2023,March,All India,wireless,BSNL,103580534,3/1/2023
2023,April,All India,wireless,BSNL,102851438,4/1/2023
2023,May,All India,wireless,BSNL,101363211,5/1/2023
2023,June,All India,wireless,BSNL,99476822,6/1/2023
2023,July,All India,wireless,BSNL,98066119,7/1/2023
2023,August,All India,wireless,BSNL,95839571,8/1/2023
2023,September,All India,wireless,BSNL,93506113,9/1/2023
2023,October,All India,wireless,BSNL,92869283,10/1/2023
2023,November,All India,wireless,BSNL,91930437,11/1/2023
2023,December,All India,wireless,BSNL,91779346,12/1/2023
2024,January,All India,wireless,BSNL,90594734,1/1/2024
2024,February,All India,wireless,BSNL,90423146,2/1/2024
2024,March,All India,wireless,BSNL,88067665,3/1/2024
2024,April,All India,wireless,BSNL,86839121,4/1/2024
2024,May,All India,wireless,BSNL,86326477,5/1/2024
2024,June,All India,wireless,BSNL,85581027,6/1/2024
2024,July,All India,wireless,BSNL,85581027,7/1/2024
2024,August,All India,wireless,BSNL,91045852,8/1/2024
2024,September,All India,wireless,BSNL,91895058,9/1/2024
2024,October,All India,wireless,BSNL,92396282,10/1/2024
2024,November,All India,wireless,BSNL,92051809,11/1/2024
2024,December,All India,wireless,BSNL,91729737,12/1/2024
2025,January,All India,wireless,BSNL,91577556,1/1/2025
2025,February,All India,wireless,BSNL,91011487,2/1/2025
2025,March,All India,wireless,BSNL,91060664,3/1/2025
2025,April,All India,wireless,BSNL,90905664,4/1/2025
2022,October,All india,wireless,BSNL,108688518,10/1/2022
2009,January,Andaman and Nicobar Islands,wireless,BSNL,75011,1/1/2009
2009,February,Andaman and Nicobar Islands,wireless,BSNL,76058,2/1/2009
2009,March,Andaman and Nicobar Islands,wireless,BSNL,79682,3/1/2009
2009,April,Andaman and Nicobar Islands,wireless,BSNL,83332,4/1/2009
2009,May,Andaman and Nicobar Islands,wireless,BSNL,85605,5/1/2009
2009,June,Andhra Pradesh,wireless,BSNL,3714654,6/1/2009
2009,July,Andhra Pradesh,wireless,BSNL,3888286,7/1/2009
2009,August,Andhra Pradesh,wireless,BSNL,3990218,8/1/2009
2009,September,Andhra Pradesh,wireless,BSNL,4076644,9/1/2009
2009,October,Andhra Pradesh,wireless,BSNL,4122314,10/1/2009
